Mod:Item:MetaData, Localized Name
chisel:concrete_cyan1:7, Cyan Concrete
chisel:concrete_cyan1:8, Cyan Concrete
chisel:concrete_cyan1:9, Cyan Concrete
chisel:concrete_cyan1:10, Cyan Concrete
chisel:concrete_cyan1:11, Cyan Concrete
chisel:concrete_cyan1:12, Cyan Concrete
chisel:concrete_cyan1:13, Cyan Concrete
chisel:concrete_cyan1:14, Cyan Concrete
chisel:concrete_cyan1:15, Cyan Concrete
chisel:concrete_cyan2:0, Cyan Concrete
chisel:concrete_lightgray:0, Light Gray Concrete
chisel:concrete_lightgray:1, Light Gray Concrete
chisel:concrete_lightgray:2, Light Gray Concrete
chisel:concrete_lightgray:3, Light Gray Concrete
chisel:concrete_lightgray:4, Light Gray Concrete
chisel:concrete_lightgray:5, Light Gray Concrete
chisel:concrete_lightgray:6, Light Gray Concrete
chisel:concrete_lightgray:7, Light Gray Concrete
chisel:concrete_lightgray:8, Light Gray Concrete
chisel:concrete_lightgray:9, Light Gray Concrete
chisel:concrete_lightgray:10, Light Gray Concrete
chisel:concrete_lightgray:11, Light Gray Concrete
chisel:concrete_lightgray:12, Light Gray Concrete
chisel:concrete_lightgray:13, Light Gray Concrete
chisel:concrete_lightgray:14, Light Gray Concrete
chisel:concrete_lightgray:15, Light Gray Concrete
chisel:concrete_lightgray1:0, Light Gray Concrete
chisel:concrete_lightgray1:1, Light Gray Concrete
chisel:concrete_lightgray1:2, Light Gray Concrete
chisel:concrete_lightgray1:3, Light Gray Concrete
chisel:concrete_lightgray1:4, Light Gray Concrete
chisel:concrete_lightgray1:5, Light Gray Concrete
chisel:concrete_lightgray1:6, Light Gray Concrete
chisel:concrete_lightgray1:7, Light Gray Concrete
chisel:concrete_lightgray1:8, Light Gray Concrete
chisel:concrete_lightgray1:9, Light Gray Concrete
chisel:concrete_lightgray1:10, Light Gray Concrete
chisel:concrete_lightgray1:11, Light Gray Concrete
chisel:concrete_lightgray1:12, Light Gray Concrete
chisel:concrete_lightgray1:13, Light Gray Concrete
chisel:concrete_lightgray1:14, Light Gray Concrete
chisel:concrete_lightgray1:15, Light Gray Concrete
chisel:concrete_lightgray2:0, Light Gray Concrete
chisel:concrete_gray:0, Gray Concrete
chisel:concrete_gray:1, Gray Concrete
chisel:concrete_gray:2, Gray Concrete
chisel:concrete_gray:3, Gray Concrete
chisel:concrete_gray:4, Gray Concrete
chisel:concrete_gray:5, Gray Concrete
chisel:concrete_gray:6, Gray Concrete
chisel:concrete_gray:7, Gray Concrete
chisel:concrete_gray:8, Gray Concrete
chisel:concrete_gray:9, Gray Concrete
chisel:concrete_gray:10, Gray Concrete
chisel:concrete_gray:11, Gray Concrete
chisel:concrete_gray:12, Gray Concrete
chisel:concrete_gray:13, Gray Concrete
chisel:concrete_gray:14, Gray Concrete
chisel:concrete_gray:15, Gray Concrete
chisel:concrete_gray1:0, Gray Concrete
chisel:concrete_gray1:1, Gray Concrete
chisel:concrete_gray1:2, Gray Concrete
chisel:concrete_gray1:3, Gray Concrete
chisel:concrete_gray1:4, Gray Concrete
chisel:concrete_gray1:5, Gray Concrete
chisel:concrete_gray1:6, Gray Concrete
chisel:concrete_gray1:7, Gray Concrete
chisel:concrete_gray1:8, Gray Concrete
chisel:concrete_gray1:9, Gray Concrete
chisel:concrete_gray1:10, Gray Concrete
chisel:concrete_gray1:11, Gray Concrete
chisel:concrete_gray1:12, Gray Concrete
chisel:concrete_gray1:13, Gray Concrete
chisel:concrete_gray1:14, Gray Concrete
chisel:concrete_gray1:15, Gray Concrete
chisel:concrete_gray2:0, Gray Concrete
chisel:concrete_pink:0, Pink Concrete
chisel:concrete_pink:1, Pink Concrete
chisel:concrete_pink:2, Pink Concrete
chisel:concrete_pink:3, Pink Concrete
chisel:concrete_pink:4, Pink Concrete
chisel:concrete_pink:5, Pink Concrete
chisel:concrete_pink:6, Pink Concrete
chisel:concrete_pink:7, Pink Concrete
chisel:concrete_pink:8, Pink Concrete
chisel:concrete_pink:9, Pink Concrete
chisel:concrete_pink:10, Pink Concrete
chisel:concrete_pink:11, Pink Concrete
chisel:concrete_pink:12, Pink Concrete
chisel:concrete_pink:13, Pink Concrete
chisel:concrete_pink:14, Pink Concrete
chisel:concrete_pink:15, Pink Concrete
chisel:concrete_pink1:0, Pink Concrete
chisel:concrete_pink1:1, Pink Concrete
chisel:concrete_pink1:2, Pink Concrete
chisel:concrete_pink1:3, Pink Concrete
chisel:concrete_pink1:4, Pink Concrete
chisel:concrete_pink1:5, Pink Concrete
chisel:concrete_pink1:6, Pink Concrete
chisel:concrete_pink1:7, Pink Concrete
chisel:concrete_pink1:8, Pink Concrete
chisel:concrete_pink1:9, Pink Concrete
chisel:concrete_pink1:10, Pink Concrete
chisel:concrete_pink1:11, Pink Concrete
chisel:concrete_pink1:12, Pink Concrete
chisel:concrete_pink1:13, Pink Concrete
chisel:concrete_pink1:14, Pink Concrete
chisel:concrete_pink1:15, Pink Concrete
chisel:concrete_pink2:0, Pink Concrete
chisel:concrete_lime:0, Lime Concrete
chisel:concrete_lime:1, Lime Concrete
chisel:concrete_lime:2, Lime Concrete
chisel:concrete_lime:3, Lime Concrete
chisel:concrete_lime:4, Lime Concrete
chisel:concrete_lime:5, Lime Concrete
chisel:concrete_lime:6, Lime Concrete
chisel:concrete_lime:7, Lime Concrete
chisel:concrete_lime:8, Lime Concrete
chisel:concrete_lime:9, Lime Concrete
chisel:concrete_lime:10, Lime Concrete
chisel:concrete_lime:11, Lime Concrete
chisel:concrete_lime:12, Lime Concrete
chisel:concrete_lime:13, Lime Concrete
chisel:concrete_lime:14, Lime Concrete
chisel:concrete_lime:15, Lime Concrete
chisel:concrete_lime1:0, Lime Concrete
chisel:concrete_lime1:1, Lime Concrete
chisel:concrete_lime1:2, Lime Concrete
chisel:concrete_lime1:3, Lime Concrete
chisel:concrete_lime1:4, Lime Concrete
chisel:concrete_lime1:5, Lime Concrete
chisel:concrete_lime1:6, Lime Concrete
chisel:concrete_lime1:7, Lime Concrete
chisel:concrete_lime1:8, Lime Concrete
chisel:concrete_lime1:9, Lime Concrete
chisel:concrete_lime1:10, Lime Concrete
chisel:concrete_lime1:11, Lime Concrete
chisel:concrete_lime1:12, Lime Concrete
chisel:concrete_lime1:13, Lime Concrete
chisel:concrete_lime1:14, Lime Concrete
chisel:concrete_lime1:15, Lime Concrete
chisel:concrete_lime2:0, Lime Concrete
chisel:concrete_yellow:0, Yellow Concrete
chisel:concrete_yellow:1, Yellow Concrete
chisel:concrete_yellow:2, Yellow Concrete
chisel:concrete_yellow:3, Yellow Concrete
chisel:concrete_yellow:4, Yellow Concrete
chisel:concrete_yellow:5, Yellow Concrete
chisel:concrete_yellow:6, Yellow Concrete
chisel:concrete_yellow:7, Yellow Concrete
chisel:concrete_yellow:8, Yellow Concrete
chisel:concrete_yellow:9, Yellow Concrete
chisel:concrete_yellow:10, Yellow Concrete
chisel:concrete_yellow:11, Yellow Concrete
chisel:concrete_yellow:12, Yellow Concrete
chisel:concrete_yellow:13, Yellow Concrete
chisel:concrete_yellow:14, Yellow Concrete
chisel:concrete_yellow:15, Yellow Concrete
chisel:concrete_yellow1:0, Yellow Concrete
chisel:concrete_yellow1:1, Yellow Concrete
chisel:concrete_yellow1:2, Yellow Concrete
chisel:concrete_yellow1:3, Yellow Concrete
chisel:concrete_yellow1:4, Yellow Concrete
chisel:concrete_yellow1:5, Yellow Concrete
chisel:concrete_yellow1:6, Yellow Concrete
chisel:concrete_yellow1:7, Yellow Concrete
chisel:concrete_yellow1:8, Yellow Concrete
chisel:concrete_yellow1:9, Yellow Concrete
chisel:concrete_yellow1:10, Yellow Concrete
chisel:concrete_yellow1:11, Yellow Concrete
chisel:concrete_yellow1:12, Yellow Concrete
chisel:concrete_yellow1:13, Yellow Concrete
chisel:concrete_yellow1:14, Yellow Concrete
chisel:concrete_yellow1:15, Yellow Concrete
chisel:concrete_yellow2:0, Yellow Concrete
chisel:concrete_lightblue:0, Light Blue Concrete
chisel:concrete_lightblue:1, Light Blue Concrete
chisel:concrete_lightblue:2, Light Blue Concrete
chisel:concrete_lightblue:3, Light Blue Concrete
chisel:concrete_lightblue:4, Light Blue Concrete
chisel:concrete_lightblue:5, Light Blue Concrete
chisel:concrete_lightblue:6, Light Blue Concrete
chisel:concrete_lightblue:7, Light Blue Concrete
chisel:concrete_lightblue:8, Light Blue Concrete
chisel:concrete_lightblue:9, Light Blue Concrete
chisel:concrete_lightblue:10, Light Blue Concrete
chisel:concrete_lightblue:11, Light Blue Concrete
chisel:concrete_lightblue:12, Light Blue Concrete
chisel:concrete_lightblue:13, Light Blue Concrete
chisel:concrete_lightblue:14, Light Blue Concrete
chisel:concrete_lightblue:15, Light Blue Concrete
chisel:concrete_lightblue1:0, Light Blue Concrete
chisel:concrete_lightblue1:1, Light Blue Concrete
chisel:concrete_lightblue1:2, Light Blue Concrete
chisel:concrete_lightblue1:3, Light Blue Concrete
chisel:concrete_lightblue1:4, Light Blue Concrete
chisel:concrete_lightblue1:5, Light Blue Concrete
chisel:concrete_lightblue1:6, Light Blue Concrete
chisel:concrete_lightblue1:7, Light Blue Concrete
chisel:concrete_lightblue1:8, Light Blue Concrete
chisel:concrete_lightblue1:9, Light Blue Concrete
chisel:concrete_lightblue1:10, Light Blue Concrete
chisel:concrete_lightblue1:11, Light Blue Concrete
chisel:concrete_lightblue1:12, Light Blue Concrete
chisel:concrete_lightblue1:13, Light Blue Concrete
chisel:concrete_lightblue1:14, Light Blue Concrete
chisel:concrete_lightblue1:15, Light Blue Concrete
chisel:concrete_lightblue2:0, Light Blue Concrete
chisel:concrete_magenta:0, Magenta Concrete
chisel:concrete_magenta:1, Magenta Concrete
chisel:concrete_magenta:2, Magenta Concrete
chisel:concrete_magenta:3, Magenta Concrete
chisel:concrete_magenta:4, Magenta Concrete
chisel:concrete_magenta:5, Magenta Concrete
chisel:concrete_magenta:6, Magenta Concrete
chisel:concrete_magenta:7, Magenta Concrete
chisel:concrete_magenta:8, Magenta Concrete
chisel:concrete_magenta:9, Magenta Concrete
chisel:concrete_magenta:10, Magenta Concrete
chisel:concrete_magenta:11, Magenta Concrete
chisel:concrete_magenta:12, Magenta Concrete
chisel:concrete_magenta:13, Magenta Concrete
chisel:concrete_magenta:14, Magenta Concrete
chisel:concrete_magenta:15, Magenta Concrete
chisel:concrete_magenta1:0, Magenta Concrete
chisel:concrete_magenta1:1, Magenta Concrete
chisel:concrete_magenta1:2, Magenta Concrete
chisel:concrete_magenta1:3, Magenta Concrete
chisel:concrete_magenta1:4, Magenta Concrete
chisel:concrete_magenta1:5, Magenta Concrete
chisel:concrete_magenta1:6, Magenta Concrete
chisel:concrete_magenta1:7, Magenta Concrete
chisel:concrete_magenta1:8, Magenta Concrete
chisel:concrete_magenta1:9, Magenta Concrete
chisel:concrete_magenta1:10, Magenta Concrete
chisel:concrete_magenta1:11, Magenta Concrete
chisel:concrete_magenta1:12, Magenta Concrete
chisel:concrete_magenta1:13, Magenta Concrete
chisel:concrete_magenta1:14, Magenta Concrete
chisel:concrete_magenta1:15, Magenta Concrete
chisel:concrete_magenta2:0, Magenta Concrete
chisel:concrete_orange:0, Orange Concrete
chisel:concrete_orange:1, Orange Concrete
chisel:concrete_orange:2, Orange Concrete
chisel:concrete_orange:3, Orange Concrete
chisel:concrete_orange:4, Orange Concrete
chisel:concrete_orange:5, Orange Concrete
chisel:concrete_orange:6, Orange Concrete
chisel:concrete_orange:7, Orange Concrete
chisel:concrete_orange:8, Orange Concrete
chisel:concrete_orange:9, Orange Concrete
chisel:concrete_orange:10, Orange Concrete
chisel:concrete_orange:11, Orange Concrete
chisel:concrete_orange:12, Orange Concrete
chisel:concrete_orange:13, Orange Concrete
chisel:concrete_orange:14, Orange Concrete
chisel:concrete_orange:15, Orange Concrete
chisel:concrete_orange1:0, Orange Concrete
chisel:concrete_orange1:1, Orange Concrete
chisel:concrete_orange1:2, Orange Concrete
chisel:concrete_orange1:3, Orange Concrete
chisel:concrete_orange1:4, Orange Concrete
chisel:concrete_orange1:5, Orange Concrete
chisel:concrete_orange1:6, Orange Concrete
chisel:concrete_orange1:7, Orange Concrete
chisel:concrete_orange1:8, Orange Concrete
chisel:concrete_orange1:9, Orange Concrete
chisel:concrete_orange1:10, Orange Concrete
chisel:concrete_orange1:11, Orange Concrete
chisel:concrete_orange1:12, Orange Concrete
chisel:concrete_orange1:13, Orange Concrete
chisel:concrete_orange1:14, Orange Concrete
chisel:concrete_orange1:15, Orange Concrete
chisel:concrete_orange2:0, Orange Concrete
chisel:concrete_white:0, White Concrete
chisel:concrete_white:1, White Concrete
chisel:concrete_white:2, White Concrete
chisel:concrete_white:3, White Concrete
chisel:concrete_white:4, White Concrete
chisel:concrete_white:5, White Concrete
chisel:concrete_white:6, White Concrete
chisel:concrete_white:7, White Concrete
chisel:concrete_white:8, White Concrete
chisel:concrete_white:9, White Concrete
chisel:concrete_white:10, White Concrete
chisel:concrete_white:11, White Concrete
chisel:concrete_white:12, White Concrete
chisel:concrete_white:13, White Concrete
chisel:concrete_white:14, White Concrete
chisel:concrete_white:15, White Concrete
chisel:concrete_white1:0, White Concrete
chisel:concrete_white1:1, White Concrete
chisel:concrete_white1:2, White Concrete
chisel:concrete_white1:3, White Concrete
chisel:concrete_white1:4, White Concrete
chisel:concrete_white1:5, White Concrete
chisel:concrete_white1:6, White Concrete
chisel:concrete_white1:7, White Concrete
chisel:concrete_white1:8, White Concrete
chisel:concrete_white1:9, White Concrete
chisel:concrete_white1:10, White Concrete
chisel:concrete_white1:11, White Concrete
chisel:concrete_white1:12, White Concrete
chisel:concrete_white1:13, White Concrete
chisel:concrete_white1:14, White Concrete
chisel:concrete_white1:15, White Concrete
chisel:concrete_white2:0, White Concrete
chisel:blockcopper:0, Медный блок
chisel:blockcopper:1, Медный блок
chisel:blockcopper:2, Медный блок
chisel:blockcopper:3, Медный блок
chisel:blockcopper:4, Медный блок
chisel:blockcopper:5, Медный блок
chisel:blockcopper:6, Медный блок
chisel:diamond:0, Алмазный блок
chisel:diamond:1, Алмазный блок
chisel:diamond:2, Алмазный блок
chisel:diamond:3, Алмазный блок
chisel:diamond:4, Алмазный блок
chisel:diamond:5, Алмазный блок
chisel:diamond:6, Алмазный блок
chisel:diamond:7, Алмазный блок
chisel:diamond:8, Алмазный блок
chisel:diamond:9, Алмазный блок
chisel:diamond:10, Алмазный блок
chisel:diamond:11, Алмазный блок
chisel:diorite:0, Диорит
chisel:diorite:1, Диорит
chisel:diorite:2, Диорит
chisel:diorite:3, Диорит
chisel:diorite:4, Диорит
chisel:diorite:5, Диорит
chisel:diorite:6, Диорит
chisel:diorite:7, Диорит
chisel:diorite:8, Диорит
chisel:diorite:9, Диорит
chisel:diorite:10, Диорит
chisel:diorite:11, Диорит
chisel:diorite:12, Диорит
chisel:diorite:13, Диорит
chisel:diorite:14, Диорит
chisel:diorite:15, Диорит
chisel:diorite1:0, Диорит
chisel:diorite1:1, Диорит
chisel:diorite1:2, Диорит
chisel:diorite1:3, Диорит
chisel:diorite1:4, Диорит
chisel:diorite1:5, Диорит
chisel:diorite1:6, Диорит
chisel:diorite1:7, Диорит
chisel:diorite1:8, Диорит
chisel:diorite1:9, Диорит
chisel:diorite1:10, Диорит
chisel:diorite1:11, Диорит
chisel:diorite1:12, Диорит
chisel:diorite1:13, Диорит
chisel:diorite1:14, Диорит
chisel:diorite1:15, Диорит
chisel:diorite2:0, Диорит
chisel:dirt:0, Земля
chisel:dirt:1, Земля
chisel:dirt:2, Земля
chisel:dirt:3, Земля
chisel:dirt:4, Земля
chisel:dirt:5, Земля
chisel:dirt:6, Земля
chisel:dirt:7, Земля
chisel:dirt:8, Земля
chisel:dirt:9, Земля
chisel:dirt:10, Земля
chisel:dirt:11, Земля
chisel:dirt:12, Земля
chisel:dirt:13, Земля
chisel:dirt:14, Земля
chisel:dirt:15, Земля
chisel:blockelectrum:0, Электрумовый блок
chisel:blockelectrum:1, Электрумовый блок
chisel:blockelectrum:2, Электрумовый блок
chisel:blockelectrum:3, Электрумовый блок
chisel:blockelectrum:4, Электрумовый блок
chisel:blockelectrum:5, Электрумовый блок
chisel:blockelectrum:6, Электрумовый блок
chisel:emerald:0, Изумрудный блок
chisel:emerald:1, Изумрудный блок
chisel:emerald:2, Изумрудный блок
chisel:emerald:3, Изумрудный блок
chisel:emerald:4, Изумрудный блок
chisel:emerald:5, Изумрудный блок
chisel:emerald:6, Изумрудный блок
chisel:emerald:7, Изумрудный блок
chisel:emerald:8, Изумрудный блок
chisel:emerald:9, Изумрудный блок
chisel:emerald:10, Изумрудный блок
